c,margin_cap,conf_gap,max_rows,allow_promote_risky,allow_demote_core,oof_qwk,oof_lift_vs_step25,test_l1,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,pub_dist,pri_dist
2.0,0.025,0.1,12,True,False,0.6600961178606772,-0.0011644405185556872,0.14890771408427203,12,4,8,-0.3333333333333333,0,0,3,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.08,12,False,False,0.6600961178606772,-0.0011644405185556872,0.1684795186299468,12,4,8,-0.3333333333333333,0,0,5,6,"{1: 126, 2: 59, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.08,12,True,False,0.6600961178606772,-0.0011644405185556872,0.1684795186299468,12,4,8,-0.3333333333333333,0,0,5,6,"{1: 126, 2: 59, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 59, 3: 44, 4: 32, 5: 23}"
2.0,0.025,0.04,12,False,False,0.6600961178606772,-0.0011644405185556872,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
2.0,0.025,0.04,12,True,False,0.6600961178606772,-0.0011644405185556872,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
2.0,0.025,0.06,12,False,False,0.6600961178606772,-0.0011644405185556872,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
2.0,0.025,0.06,12,True,False,0.6600961178606772,-0.0011644405185556872,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
0.5,0.015,0.08,12,False,False,0.6600878663486186,-0.0011726920306143196,0.14555200938628549,12,3,9,-0.5,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,12,True,False,0.6600878663486186,-0.0011726920306143196,0.14555200938628549,12,3,9,-0.5,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,False,False,0.6600878663486186,-0.0011726920306143196,0.16176810923397367,12,3,9,-0.5,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,12,True,False,0.6600878663486186,-0.0011726920306143196,0.16176810923397367,12,3,9,-0.5,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.08,12,False,False,0.6600878663486186,-0.0011726920306143196,0.1651238139319602,12,3,9,-0.5,0,0,4,5,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.08,12,True,False,0.6600878663486186,-0.0011726920306143196,0.1651238139319602,12,3,9,-0.5,0,0,4,5,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.06,12,False,False,0.6600878663486186,-0.0011726920306143196,0.1684795186299468,12,3,9,-0.5,0,0,5,8,"{1: 127, 2: 57, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 32, 5: 23}"
0.5,0.015,0.06,12,True,False,0.6600878663486186,-0.0011726920306143196,0.1684795186299468,12,3,9,-0.5,0,0,5,8,"{1: 127, 2: 57, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 32, 5: 23}"
1.0,0.015,0.06,12,False,False,0.6600878663486186,-0.0011726920306143196,0.17519092802591998,12,3,9,-0.5,0,0,7,10,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 141, 2: 61, 3: 41, 4: 32, 5: 23}"
1.0,0.015,0.06,12,True,False,0.6600878663486186,-0.0011726920306143196,0.17519092802591998,12,3,9,-0.5,0,0,7,10,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 141, 2: 61, 3: 41, 4: 32, 5: 23}"
0.5,0.015,0.04,12,False,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
0.5,0.015,0.04,12,True,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
1.0,0.015,0.04,12,False,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
1.0,0.015,0.04,12,True,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
2.0,0.015,0.04,12,False,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
2.0,0.015,0.04,12,True,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
2.0,0.015,0.06,12,False,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
2.0,0.015,0.06,12,True,False,0.6600878663486186,-0.0011726920306143196,0.17854663272390653,12,3,9,-0.5,0,0,7,11,"{1: 127, 2: 59, 3: 55, 4: 35, 5: 22}","{1: 142, 2: 60, 3: 41, 4: 32, 5: 23}"
0.5,0.08,0.14,10,False,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.14,10,True,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.14,12,False,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.14,12,True,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.14,15,False,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.08,0.14,15,True,True,0.6600682279436547,-0.0011923304355782038,0.14555200938628549,9,2,7,-0.5555555555555556,0,2,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,15,False,False,0.6600538966749239,-0.0012066617043090533,0.14555200938628549,13,4,9,-0.38461538461538464,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,15,True,False,0.6600538966749239,-0.0012066617043090533,0.14555200938628549,13,4,9,-0.38461538461538464,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.14,15,False,False,0.6600446604708209,-0.0012158979084120336,0.14890771408427203,15,6,9,-0.2,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.14,15,True,False,0.6600446604708209,-0.0012158979084120336,0.14890771408427203,15,6,9,-0.2,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,False,True,0.6600342829137643,-0.001226275465468607,0.14555200938628546,10,3,7,-0.4,0,4,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.1,10,True,True,0.6600342829137643,-0.001226275465468607,0.14555200938628546,10,3,7,-0.4,0,4,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.1,10,False,True,0.6600342829137643,-0.001226275465468607,0.14555200938628549,10,3,7,-0.4,0,4,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.1,10,True,True,0.6600342829137643,-0.001226275465468607,0.14555200938628549,10,3,7,-0.4,0,4,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.1,10,False,True,0.6600342829137643,-0.001226275465468607,0.14555200938628549,10,3,7,-0.4,0,4,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.1,10,True,True,0.6600342829137643,-0.001226275465468607,0.14555200938628549,10,3,7,-0.4,0,4,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.08,10,False,True,0.6600342829137643,-0.001226275465468607,0.14890771408427206,10,3,7,-0.4,0,4,3,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.08,10,True,True,0.6600342829137643,-0.001226275465468607,0.14890771408427206,10,3,7,-0.4,0,4,3,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.08,10,False,True,0.6600342829137643,-0.001226275465468607,0.16176810923397367,10,3,7,-0.4,0,4,4,5,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.08,10,True,True,0.6600342829137643,-0.001226275465468607,0.16176810923397367,10,3,7,-0.4,0,4,4,5,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.08,10,False,True,0.6600342829137643,-0.001226275465468607,0.1651238139319602,10,3,7,-0.4,0,4,5,6,"{1: 126, 2: 59, 3: 56, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.08,10,True,True,0.6600342829137643,-0.001226275465468607,0.1651238139319602,10,3,7,-0.4,0,4,5,6,"{1: 126, 2: 59, 3: 56, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.06,10,False,True,0.6600342829137643,-0.001226275465468607,0.1684795186299468,10,3,7,-0.4,0,4,6,9,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 33, 5: 22}"
0.5,0.015,0.06,10,True,True,0.6600342829137643,-0.001226275465468607,0.1684795186299468,10,3,7,-0.4,0,4,6,9,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 33, 5: 22}"
0.5,0.015,0.04,10,False,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.015,0.04,10,True,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
1.0,0.015,0.04,10,False,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
1.0,0.015,0.04,10,True,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
1.0,0.015,0.06,10,False,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
1.0,0.015,0.06,10,True,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
2.0,0.015,0.04,10,False,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
2.0,0.015,0.04,10,True,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
2.0,0.015,0.06,10,False,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
2.0,0.015,0.06,10,True,True,0.6600342829137643,-0.001226275465468607,0.1723976469701781,10,3,7,-0.4,0,4,9,10,"{1: 127, 2: 61, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.04,0.1,12,False,False,0.6600250484843856,-0.0012355098948473309,0.14890771408427203,12,4,8,-0.3333333333333333,0,0,0,4,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.1,12,True,False,0.6600250484843856,-0.0012355098948473309,0.14890771408427203,12,4,8,-0.3333333333333333,0,0,0,4,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
0.5,0.04,0.08,12,False,False,0.6600250484843856,-0.0012355098948473309,0.15505669983800047,12,4,8,-0.3333333333333333,0,0,4,5,"{1: 125, 2: 59, 3: 58, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 31, 5: 23}"
0.5,0.04,0.08,12,True,False,0.6600250484843856,-0.0012355098948473309,0.15505669983800047,12,4,8,-0.3333333333333333,0,0,4,5,"{1: 125, 2: 59, 3: 58, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 31, 5: 23}"
0.5,0.04,0.06,12,False,False,0.6600250484843856,-0.0012355098948473309,0.1785466327239065,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 58, 3: 58, 4: 33, 5: 22}","{1: 142, 2: 60, 3: 42, 4: 31, 5: 23}"
0.5,0.04,0.06,12,True,False,0.6600250484843856,-0.0012355098948473309,0.1785466327239065,12,4,8,-0.3333333333333333,0,0,8,12,"{1: 127, 2: 58, 3: 58, 4: 33, 5: 22}","{1: 142, 2: 60, 3: 42, 4: 31, 5: 23}"
0.5,0.04,0.04,12,False,False,0.6600250484843856,-0.0012355098948473309,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,12,12,"{1: 127, 2: 61, 3: 55, 4: 34, 5: 21}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
0.5,0.04,0.04,12,True,False,0.6600250484843856,-0.0012355098948473309,0.18190233742189313,12,4,8,-0.3333333333333333,0,0,12,12,"{1: 127, 2: 61, 3: 55, 4: 34, 5: 21}","{1: 143, 2: 59, 3: 41, 4: 32, 5: 23}"
2.0,0.06,0.14,15,False,False,0.660015813553327,-0.0012447448259059746,0.14890771408427203,14,6,8,-0.14285714285714285,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.06,0.14,15,True,False,0.660015813553327,-0.0012447448259059746,0.14890771408427203,14,6,8,-0.14285714285714285,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.1,15,False,True,0.6599777453201258,-0.0012828130591071574,0.14555200938628546,15,6,9,-0.2,0,6,0,2,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.1,15,True,True,0.6599777453201258,-0.0012828130591071574,0.14555200938628546,15,6,9,-0.2,0,6,0,2,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.08,15,False,True,0.6599777453201258,-0.0012828130591071574,0.1522634187822586,15,6,9,-0.2,0,6,4,2,"{1: 125, 2: 60, 3: 56, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.08,15,True,True,0.6599777453201258,-0.0012828130591071574,0.1522634187822586,15,6,9,-0.2,0,6,4,2,"{1: 125, 2: 60, 3: 56, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.06,15,False,True,0.6599777453201258,-0.0012828130591071574,0.17183522332793336,15,6,9,-0.2,0,6,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.025,0.06,15,True,True,0.6599777453201258,-0.0012828130591071574,0.17183522332793336,15,6,9,-0.2,0,6,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.025,0.04,15,False,True,0.6599777453201258,-0.0012828130591071574,0.18525804211987965,15,6,9,-0.2,0,6,11,15,"{1: 127, 2: 63, 3: 51, 4: 35, 5: 22}","{1: 144, 2: 58, 3: 42, 4: 32, 5: 22}"
0.5,0.025,0.04,15,True,True,0.6599777453201258,-0.0012828130591071574,0.18525804211987965,15,6,9,-0.2,0,6,11,15,"{1: 127, 2: 63, 3: 51, 4: 35, 5: 22}","{1: 144, 2: 58, 3: 42, 4: 32, 5: 22}"
0.5,0.025,0.1,10,False,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,3,7,-0.4,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.1,10,False,True,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,4,6,-0.2,0,4,0,2,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.1,10,True,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,3,7,-0.4,0,0,0,1,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.1,10,True,True,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,4,6,-0.2,0,4,0,2,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.1,10,False,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,2,8,-0.6,0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.1,10,True,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628546,10,2,8,-0.6,0,0,1,0,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,10,False,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628549,10,2,8,-0.6,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,10,True,False,0.6599631876746881,-0.0012973707045448313,0.14555200938628549,10,2,8,-0.6,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,10,False,False,0.6599631876746881,-0.0012973707045448313,0.14890771408427203,10,3,7,-0.4,0,0,3,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
0.5,0.025,0.08,10,True,False,0.6599631876746881,-0.0012973707045448313,0.14890771408427203,10,3,7,-0.4,0,0,3,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,10,False,True,0.6599631876746881,-0.0012973707045448313,0.14890771408427206,10,4,6,-0.2,0,3,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
1.0,0.025,0.1,10,True,True,0.6599631876746881,-0.0012973707045448313,0.14890771408427206,10,4,6,-0.2,0,3,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.08,10,False,True,0.6599631876746881,-0.0012973707045448313,0.1522634187822586,10,4,6,-0.2,0,4,4,2,"{1: 125, 2: 60, 3: 56, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
0.5,0.025,0.08,10,True,True,0.6599631876746881,-0.0012973707045448313,0.1522634187822586,10,4,6,-0.2,0,4,4,2,"{1: 125, 2: 60, 3: 56, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.08,10,False,False,0.6599631876746881,-0.0012973707045448313,0.16176810923397367,10,2,8,-0.6,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,10,True,False,0.6599631876746881,-0.0012973707045448313,0.16176810923397367,10,2,8,-0.6,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,10,False,True,0.6599631876746881,-0.0012973707045448313,0.1651238139319602,10,4,6,-0.2,0,3,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.025,0.08,10,True,True,0.6599631876746881,-0.0012973707045448313,0.1651238139319602,10,4,6,-0.2,0,3,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.06,10,False,False,0.6599631876746881,-0.0012973707045448313,0.1684795186299468,10,2,8,-0.6,0,0,5,8,"{1: 127, 2: 57, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 32, 5: 23}"
0.5,0.015,0.06,10,True,False,0.6599631876746881,-0.0012973707045448313,0.1684795186299468,10,2,8,-0.6,0,0,5,8,"{1: 127, 2: 57, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 32, 5: 23}"
0.5,0.025,0.06,10,False,True,0.6599631876746881,-0.0012973707045448313,0.17183522332793336,10,4,6,-0.2,0,4,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.025,0.06,10,True,True,0.6599631876746881,-0.0012973707045448313,0.17183522332793336,10,4,6,-0.2,0,4,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 33, 5: 22}"
0.5,0.025,0.06,10,False,False,0.6599631876746881,-0.0012973707045448313,0.17183522332793338,10,3,7,-0.4,0,0,6,9,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 32, 5: 23}"
0.5,0.025,0.06,10,True,False,0.6599631876746881,-0.0012973707045448313,0.17183522332793338,10,3,7,-0.4,0,0,6,9,"{1: 127, 2: 58, 3: 56, 4: 35, 5: 22}","{1: 140, 2: 62, 3: 41, 4: 32, 5: 23}"
0.5,0.025,0.04,10,False,False,0.6599631876746881,-0.0012973707045448313,0.17519092802591996,10,3,7,-0.4,0,0,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 141, 2: 61, 3: 41, 4: 32, 5: 23}"
0.5,0.025,0.04,10,False,True,0.6599631876746881,-0.0012973707045448313,0.17519092802591996,10,4,6,-0.2,0,4,10,10,"{1: 127, 2: 62, 3: 52, 4: 35, 5: 22}","{1: 141, 2: 60, 3: 42, 4: 33, 5: 22}"
0.5,0.025,0.04,10,True,False,0.6599631876746881,-0.0012973707045448313,0.17519092802591996,10,3,7,-0.4,0,0,8,10,"{1: 127, 2: 60, 3: 54, 4: 35, 5: 22}","{1: 141, 2: 61, 3: 41, 4: 32, 5: 23}"
0.5,0.025,0.04,10,True,True,0.6599631876746881,-0.0012973707045448313,0.17519092802591996,10,4,6,-0.2,0,4,10,10,"{1: 127, 2: 62, 3: 52, 4: 35, 5: 22}","{1: 141, 2: 60, 3: 42, 4: 33, 5: 22}"
1.0,0.025,0.04,10,False,True,0.6599631876746881,-0.0012973707045448313,0.17519092802591996,10,4,6,-0.2,0,3,10,10,"{1: 127, 2: 62, 3: 52, 4: 35, 5: 22}","{1: 141, 2: 60, 3: 42, 4: 33, 5: 22}"
