id,title,venue,year,authors,doi,source_split,doi_norm,s2_id,first_surname,has_authors,title_len,author_count,oa_doi_found,openalex_error,oa_doi_id,oa_doi_title,oa_doi_year,oa_doi_cited_by_count,oa_doi_referenced_works_count,oa_doi_fwci,oa_doi_is_retracted,source_title,source_year,oa_title_found,title_search_error,title_match_score,title_year_delta,oa_title_id,openalex_doi,oa_title_title,oa_title_year,oa_title_cited_by_count,oa_title_referenced_works_count,oa_title_fwci,oa_title_is_retracted,oa_found,oa_source,oa_id,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_title_match_score,oa_title_year_delta,oa_type,oa_type_crossref,abstract_source,abstract_len,has_abstract,s2_fields_of_study,s2_publication_types,doi_lookup_id,doi_lookup_type,doi_lookup_value,doi_s2_found,doi_s2_error,doi_s2_paper_id,doi_s2_title,doi_s2_venue,doi_s2_year,doi_s2_reference_count,doi_s2_citation_count,doi_s2_influential_citation_count,doi_s2_publication_types,doi_s2_fields_of_study,doi_s2_is_open_access,id_lookup_id,id_lookup_type,id_lookup_value,id_s2_found,id_s2_error,id_s2_paper_id,id_s2_title,id_s2_venue,id_s2_year,id_s2_reference_count,id_s2_citation_count,id_s2_influential_citation_count,id_s2_publication_types,id_s2_fields_of_study,id_s2_is_open_access,s2_found,s2_source,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_year,s2_is_open_access,s2_venue,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract,coci_found,coci_error,coci_citation_count,log_oa_cited_by_count,log_oa_referenced_works_count,log_oa_fwci,log_s2_reference_count,log_s2_citation_count,log_s2_influential_citation_count,log_crossref_reference_count,log_crossref_is_referenced_by_count,log_coci_citation_count,paper_age,best_citation_count,best_reference_count,citation_velocity,citation_count_mean,citation_disagreement,citation_source_count,influential_ratio,external_found_count,top_s2_field,top_s2_pub_type,crossref_primary_subject,concept_has_logic,concept_has_ai,concept_has_asp,log_best_citation_count,best_citation_count_global_pct,best_citation_count_venue_pct,best_citation_count_year_pct,best_citation_count_venue_year_pct,log_best_reference_count,best_reference_count_global_pct,best_reference_count_venue_pct,best_reference_count_year_pct,best_reference_count_venue_year_pct,log_citation_velocity,citation_velocity_global_pct,citation_velocity_venue_pct,citation_velocity_year_pct,citation_velocity_venue_year_pct,oa_fwci_global_pct,oa_fwci_venue_pct,oa_fwci_year_pct,oa_fwci_venue_year_pct,s2_influential_citation_count_global_pct,s2_influential_citation_count_venue_pct,s2_influential_citation_count_year_pct,s2_influential_citation_count_venue_year_pct
990,Jokes and Belief Revision.,kr,2020,"Florence Dupin De Saint-Cyr, Henri Prade",10.24963/kr.2020/34,public_test,10.24963/kr.2020/34,,saint-cyr,1,26,2,True,,https://openalex.org/W3080202193,Jokes and Belief Revision,2020.0,2.0,30.0,0.2937191,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3080202193,2020.0,2.0,30.0,0.2937191,False,0.0,,preprint,,s2_abstract,665,True,Computer Science,JournalArticle|Conference,DOI:10.24963/kr.2020/34,doi,10.24963/kr.2020/34,True,,721a0e7ef51f544659f283d095b0ed5d483ed216,Jokes and Belief Revision,International Conference on Principles of Knowledge Representation and Reasoning,2020.0,30.0,3.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,30.0,3.0,0.0,2020.0,True,International Conference on Principles of Knowledge Representation and Reasoning,True,,Jokes and Belief Revision,International Joint Conferences on Artificial Intelligence Organization,proceedings-article,,0.0,0.0,2.0,0.0,1.0,True,,2.0,1.0986122886681098,3.4339872044851463,0.2575210936883425,3.4339872044851463,1.3862943611198906,0.0,0.0,1.0986122886681098,1.0986122886681098,7,3.0,30.0,0.42857142857142855,2.25,0.5,4,0.0,4,computer science,journalarticle,none,1,1,0,1.3862943611198906,0.3960755813953488,0.5019867549668874,0.2709677419354839,0.2755102040816326,3.4339872044851463,0.4934593023255814,0.5682119205298013,0.42096774193548386,0.30612244897959184,0.35667494393873234,0.3321220930232558,0.43973509933774835,0.2709677419354839,0.2755102040816326,0.3693862275449102,0.4930939226519337,0.36156351791530944,0.40816326530612246,0.3228915662650602,0.3893333333333333,0.2920168067226891,0.30864197530864196
2230,Solving Parity Games via Priority Promotion.,cav,2016,"Massimo Benerecetti, Daniele Dell’Erba, Fabio Mogavero",https://www.semanticscholar.org/paper/50d79032baae8f5fb59ee523a2afcc53b8fa51dc,public_test,,50d79032baae8f5fb59ee523a2afcc53b8fa51dc,benerecetti,1,44,3,,,,,,,,,,Solving Parity Games via Priority Promotion.,2016.0,True,,1.0,0.0,https://openalex.org/W2500438899,https://doi.org/10.1007/978-3-319-41540-6_15,Solving Parity Games via Priority Promotion,2016.0,21.0,55.0,4.0607,False,1,title,https://openalex.org/W2500438899,2016.0,21.0,55.0,4.0607,False,1.0,0.0,,,s2_tldr,244,True,,,,,,,,,,,,,,,,,,S2:50d79032baae8f5fb59ee523a2afcc53b8fa51dc,s2_id,50d79032baae8f5fb59ee523a2afcc53b8fa51dc,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,3.091042453358316,4.02535169073515,1.6215048136522383,,,,,,,11,21.0,55.0,1.9090909090909092,21.0,,1,,1,none,none,none,0,0,0,3.091042453358316,0.8490188953488372,0.740530303030303,0.6590038314176245,0.49324324324324326,4.02535169073515,0.8888081395348837,0.8737373737373737,0.946360153256705,0.9324324324324325,1.067840630001356,0.7430959302325582,0.5978535353535354,0.6590038314176245,0.49324324324324326,0.8510479041916168,0.5912031047865459,0.708,0.5,,,,
1441,Structural Operational Semantics for Functional and Security Verification of Pipelined Processors.,cav,2025,"Robert J. Colvin, Roger C. Su",https://www.semanticscholar.org/paper/3b731c2a2b19cc99babf0f4f55b495d67d8aaa49,public_test,,3b731c2a2b19cc99babf0f4f55b495d67d8aaa49,colvin,1,98,2,,,,,,,,,,Structural Operational Semantics for Functional and Security Verification of Pipelined Processors.,2025.0,True,,1.0,0.0,https://openalex.org/W4412532986,https://doi.org/10.1007/978-3-031-98668-0_18,Structural Operational Semantics for Functional and Security Verification of Pipelined Processors,2025.0,1.0,61.0,4.0841,False,1,title,https://openalex.org/W4412532986,2025.0,1.0,61.0,4.0841,False,1.0,0.0,,,openalex_year_abstract,1042,True,,,,,,,,,,,,,,,,,,S2:3b731c2a2b19cc99babf0f4f55b495d67d8aaa49,s2_id,3b731c2a2b19cc99babf0f4f55b495d67d8aaa49,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,0.6931471805599453,4.127134385045092,1.6261180226852987,,,,,,,2,1.0,61.0,0.5,1.0,,1,,1,none,none,none,0,0,0,0.6931471805599453,0.22311046511627908,0.12815656565656566,0.6458333333333334,0.6089743589743589,4.127134385045092,0.9202398255813954,0.9147727272727273,0.9109848484848485,0.8974358974358975,0.4054651081081644,0.36773255813953487,0.20896464646464646,0.6458333333333334,0.6089743589743589,0.8523577844311377,0.593143596377749,0.8540856031128404,0.5486111111111112,,,,
1436,Automated Parameterized Verification of a Railway Protection System with Dafny.,cav,2025,"Roberto Cavada, Alessandro Cimatti, Alberto Griggio, Christian Lidström, Gianluca Redondi, Giuseppe Scaglione, Matteo Tessi, Dylan Trenti",https://www.semanticscholar.org/paper/51643d0a721d1f0e6cfe865be572cea510d9c09d,public_test,,51643d0a721d1f0e6cfe865be572cea510d9c09d,cavada,1,79,8,,,,,,,,,,Automated Parameterized Verification of a Railway Protection System with Dafny.,2025.0,True,,1.0,0.0,https://openalex.org/W4412544421,https://doi.org/10.1007/978-3-031-98685-7_17,Automated Parameterized Verification of a Railway Protection System with Dafny,2025.0,2.0,19.0,7.5932,False,1,title,https://openalex.org/W4412544421,2025.0,2.0,19.0,7.5932,False,1.0,0.0,,,openalex_year_abstract,1225,True,,,,,,,,,,,,,,,,,,S2:51643d0a721d1f0e6cfe865be572cea510d9c09d,s2_id,51643d0a721d1f0e6cfe865be572cea510d9c09d,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,1.0986122886681098,2.995732273553991,2.150971192818757,,,,,,,2,2.0,19.0,1.0,2.0,,1,,1,none,none,none,0,0,0,1.0986122886681098,0.32249273255813954,0.19570707070707072,0.8238636363636364,0.8012820512820513,2.995732273553991,0.26671511627906974,0.16287878787878787,0.2784090909090909,0.14102564102564102,0.6931471805599453,0.5508720930232558,0.3832070707070707,0.8238636363636364,0.8012820512820513,0.9311377245508982,0.7891332470892626,0.933852140077821,0.7916666666666666,,,,
2424,A Nominal Approach to Probabilistic Separation Logic.,lics,2024,"John M. Li, Jon Aytac, Philip Johnson-Freyd, Amal Ahmed, Steven Holtzen",10.1145/3661814.3662135,public_test,10.1145/3661814.3662135,,li,1,53,5,True,,https://openalex.org/W4399889558,A Nominal Approach to Probabilistic Separation Logic,2024.0,5.0,32.0,1.6557,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4399889558,2024.0,5.0,32.0,1.6557,False,0.0,,article,,s2_abstract,939,True,Computer Science,JournalArticle|Book|Conference,DOI:10.1145/3661814.3662135,doi,10.1145/3661814.3662135,True,,bf16faeea3b24dab3fe16b57cf46b2c71f8a961b,A Nominal Approach to Probabilistic Separation Logic,Logic in Computer Science,2024.0,47.0,12.0,0.0,JournalArticle|Book|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,47.0,12.0,0.0,2024.0,False,Logic in Computer Science,True,,A Nominal Approach to Probabilistic Separation Logic,ACM,proceedings-article,,0.0,51.0,8.0,1.0,0.0,True,,4.0,1.791759469228055,3.4965075614664802,0.9767082734274227,3.871201010907891,2.5649493574615367,0.0,3.9512437185814275,2.1972245773362196,1.6094379124341003,3,12.0,51.0,4.0,7.25,3.593976442141304,4,0.0,4,computer science,journalarticle,none,1,1,0,2.5649493574615367,0.723655523255814,0.6460296096904441,0.9704918032786886,0.9696969696969697,3.9512437185814275,0.8582848837209303,0.7853297442799462,0.8557377049180328,0.6818181818181818,1.6094379124341003,0.9046148255813954,0.8950201884253028,0.9704918032786886,0.9696969696969697,0.7129491017964071,0.8008241758241759,0.7721088435374149,0.9538461538461539,0.3228915662650602,0.29093799682034976,0.4339622641509434,0.4067796610169492
2082,On the Completeness of Verifying Message Passing Programs Under Bounded Asynchrony.,cav,2018,"Ahmed Bouajjani, Constantin Enea, Kailiang Ji, Shaz Qadeer",10.1007/978-3-319-96142-2_23,public_test,10.1007/978-3-319-96142-2_23,,bouajjani,1,83,4,True,,https://openalex.org/W2797596189,On the Completeness of Verifying Message Passing Programs Under Bounded Asynchrony,2018.0,41.0,33.0,7.3304,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2797596189,2018.0,41.0,33.0,7.3304,False,0.0,,book-chapter,,s2_abstract,979,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-319-96142-2_23,doi,10.1007/978-3-319-96142-2_23,True,,b756930164401e83473e2dc822cc779431f5f00f,On the Completeness of Verifying Message Passing Programs under Bounded Asynchrony,International Conference on Computer Aided Verification,2018.0,33.0,51.0,9.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,33.0,51.0,9.0,2018.0,False,International Conference on Computer Aided Verification,True,,On the Completeness of Verifying Message Passing Programs Under Bounded Asynchrony,Springer International Publishing,book-chapter,,0.0,29.0,26.0,1.0,0.0,True,,28.0,3.7376696182833684,3.5263605246161616,2.1199114742335494,3.5263605246161616,3.9512437185814275,2.302585092994046,3.4011973816621555,3.295836866004329,3.367295829986474,9,51.0,33.0,5.666666666666667,36.5,11.73314393786536,4,0.17647058823529413,4,computer science,journalarticle,none,0,1,0,3.9512437185814275,0.9607558139534884,0.9198232323232324,0.9387096774193548,0.8676470588235294,3.5263605246161616,0.5625,0.5006313131313131,0.7387096774193549,0.5147058823529411,1.8971199848858813,0.9476744186046512,0.8977272727272727,0.9387096774193548,0.8676470588235294,0.9270209580838323,0.7813712807244502,0.9430604982206405,0.7647058823529411,0.9774096385542169,0.9481132075471698,0.9655172413793104,0.9761904761904762
2643,Internal ∞-Categorical Models of Dependent Type Theory : Towards 2LTT Eating HoTT.,lics,2021,Nicolai Kraus,10.1109/lics52264.2021.9470667,public_test,10.1109/lics52264.2021.9470667,,kraus,1,82,1,True,,https://openalex.org/W3174744436,Internal ∞-Categorical Models of Dependent Type Theory : Towards 2LTT Eating HoTT,2021.0,4.0,79.0,1.8252,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3174744436,2021.0,4.0,79.0,1.8252,False,0.0,,article,,s2_abstract,1556,True,Computer Science|Mathematics,JournalArticle|Book,DOI:10.1109/lics52264.2021.9470667,doi,10.1109/lics52264.2021.9470667,True,,e35197f81ccfb7392927e6b2812f2e4a4c01105b,Internal ∞-Categorical Models of Dependent Type Theory : Towards 2LTT Eating HoTT,Logic in Computer Science,2020.0,74.0,12.0,1.0,JournalArticle|Book,Computer Science|Mathematics,True,,,,,,,,,,,,,,,,1,doi,74.0,12.0,1.0,2020.0,True,Logic in Computer Science,True,,Internal ∞-Categorical Models of Dependent Type Theory : Towards 2LTT Eating HoTT,IEEE,proceedings-article,,0.0,72.0,3.0,3.0,0.0,True,,3.0,1.6094379124341003,4.382026634673881,1.03857915855263,4.31748811353631,2.5649493574615367,0.6931471805599453,4.290459441148391,1.3862943611198906,1.3862943611198906,6,12.0,79.0,2.0,5.5,4.358898943540674,4,0.08333333333333333,4,computer science,journalarticle,none,1,1,0,2.5649493574615367,0.723655523255814,0.6460296096904441,0.7031746031746032,0.6648351648351648,4.382026634673881,0.9800145348837209,0.9650067294751009,0.973015873015873,0.9560439560439561,1.0986122886681098,0.7559956395348837,0.7039030955585465,0.7031746031746032,0.6648351648351648,0.7294161676646707,0.8324175824175825,0.8354838709677419,0.9438202247191011,0.7201807228915663,0.6693163751987281,0.6918103448275862,0.6346153846153846
1971,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach.,cav,2019,"Damien Busatto-Gaston, Benjamin Monmege, Pierre-Alain Reynier, Ocan Sankur",10.1007/978-3-030-25540-4_33,public_test,10.1007/978-3-030-25540-4_33,,busatto-gaston,1,73,4,True,,https://openalex.org/W2959401911,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,2019.0,3.0,32.0,0.9782,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2959401911,2019.0,3.0,32.0,0.9782,False,0.0,,book-chapter,,s2_abstract,973,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25540-4_33,doi,10.1007/978-3-030-25540-4_33,True,,d4095797cc10414130ec96ff6ae2747e9ad1647a,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,International Conference on Computer Aided Verification,2019.0,34.0,7.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,34.0,7.0,0.0,2019.0,True,International Conference on Computer Aided Verification,True,,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,Springer International Publishing,book-chapter,,0.0,28.0,2.0,1.0,0.0,True,,2.0,1.3862943611198906,3.4965075614664802,0.6821873403236033,3.5553480614894135,2.0794415416798357,0.0,3.367295829986474,1.0986122886681098,1.0986122886681098,8,7.0,34.0,0.875,3.5,2.3804761428476167,4,0.0,4,computer science,journalarticle,none,0,1,0,2.0794415416798357,0.5913880813953488,0.4318181818181818,0.5,0.31958762886597936,3.5553480614894135,0.5853924418604651,0.5258838383838383,0.6180811808118081,0.5979381443298969,0.6286086594223741,0.5132630813953488,0.3484848484848485,0.5,0.31958762886597936,0.5973053892215568,0.2846054333764554,0.585820895522388,0.4329896907216495,0.3228915662650602,0.2511792452830189,0.31862745098039214,0.2926829268292683
2149,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees.,cav,2017,"Stanley Bak, Sergiy Bogomolov, Thomas A. Henzinger, Aviral Kumar",10.1007/978-3-319-63501-9_6,public_test,10.1007/978-3-319-63501-9_6,,bak,1,76,4,True,,https://openalex.org/W2736118586,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees,2017.0,3.0,14.0,0.534,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2736118586,2017.0,3.0,14.0,0.534,False,0.0,,book-chapter,,s2_tldr,279,True,Computer Science,JournalArticle,DOI:10.1007/978-3-319-63501-9_6,doi,10.1007/978-3-319-63501-9_6,True,,d5d0544222f9560a71e95cd6cc9dcbbf6e235368,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees,NSV@CAV,2017.0,14.0,3.0,0.0,JournalArticle,Computer Science,False,,,,,,,,,,,,,,,,1,doi,14.0,3.0,0.0,2017.0,False,NSV@CAV,True,,Challenges and Tool Implementation of Hybrid Rapidly-Exploring Random Trees,Springer International Publishing,book-chapter,,0.0,14.0,1.0,1.0,0.0,True,,2.0,1.3862943611198906,2.70805020110221,0.42787870294506447,2.70805020110221,1.3862943611198906,0.0,2.70805020110221,0.6931471805599453,1.0986122886681098,10,3.0,14.0,0.3,2.25,0.9574271077563381,4,0.0,4,computer science,journalarticle,none,0,1,0,1.3862943611198906,0.3960755813953488,0.2481060606060606,0.17699115044247787,0.039473684210526314,2.70805020110221,0.19113372093023256,0.08964646464646464,0.1570796460176991,0.039473684210526314,0.262364264467491,0.2754360465116279,0.14772727272727273,0.17699115044247787,0.039473684210526314,0.47717065868263475,0.2186287192755498,0.2937219730941704,0.04666666666666667,0.3228915662650602,0.2511792452830189,0.22641509433962265,0.19672131147540983
1993,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems.,cav,2019,"Sicun Gao, James Kapinski, Jyotirmoy Deshmukh, Nima Roohi, Armando Solar-Lezama, Nikos Arechiga, Soonho Kong",10.1007/978-3-030-25543-5_9,public_test,10.1007/978-3-030-25543-5_9,,gao,1,74,7,True,,https://openalex.org/W2962017367,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems,2019.0,17.0,35.0,4.8903,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2962017367,2019.0,17.0,35.0,4.8903,False,0.0,,book-chapter,,s2_tldr,276,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25543-5_9,doi,10.1007/978-3-030-25543-5_9,True,,4dffbf611cd6fc2f595f670c8192808ae4462656,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems,International Conference on Computer Aided Verification,2019.0,35.0,21.0,2.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,35.0,21.0,2.0,2019.0,False,International Conference on Computer Aided Verification,True,,Numerically-Robust Inductive Proof Rules for Continuous Dynamical Systems,Springer International Publishing,book-chapter,,0.0,30.0,9.0,1.0,0.0,True,,9.0,2.8903717578961645,3.58351893845611,1.7733069301524922,3.58351893845611,3.091042453358316,1.0986122886681098,3.4339872044851463,2.302585092994046,2.302585092994046,8,21.0,35.0,2.625,14.0,6.0,4,0.09523809523809523,4,computer science,journalarticle,none,0,1,0,3.091042453358316,0.8490188953488372,0.740530303030303,0.7878228782287823,0.6958762886597938,3.58351893845611,0.6073764534883721,0.5498737373737373,0.6457564575645757,0.6288659793814433,1.2878542883066382,0.8221293604651163,0.7051767676767676,0.7878228782287823,0.6958762886597938,0.8791167664670658,0.6532988357050453,0.8843283582089553,0.7422680412371134,0.8355421686746988,0.7323113207547169,0.7990196078431373,0.7621951219512195
2390,Contextual Equivalence for State and Control via Nested Data.,lics,2024,"Benedict Bunting, Andrzej Murawski",10.1145/3661814.3662109,public_test,10.1145/3661814.3662109,,bunting,1,61,2,True,,https://openalex.org/W4399889434,Contextual Equivalence for State and Control via Nested Data,2024.0,0.0,21.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W4399889434,2024.0,0.0,21.0,0.0,False,0.0,,article,,s2_abstract,1131,True,Computer Science,JournalArticle|Book|Conference,DOI:10.1145/3661814.3662109,doi,10.1145/3661814.3662109,True,,ab5b966773e7924d73659fbfed5a7193f8fd2e75,Contextual Equivalence for State and Control via Nested Data,Logic in Computer Science,2024.0,25.0,0.0,0.0,JournalArticle|Book|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,25.0,0.0,0.0,2024.0,True,Logic in Computer Science,True,,Contextual Equivalence for State and Control via Nested Data,ACM,proceedings-article,,0.0,24.0,0.0,1.0,0.0,True,,0.0,0.0,3.091042453358316,0.0,3.258096538021482,0.0,0.0,3.2188758248682006,0.0,0.0,3,0.0,25.0,0.0,0.0,0.0,4,,4,computer science,journalarticle,none,1,1,0,0.0,0.08357558139534883,0.028936742934051143,0.14262295081967213,0.05303030303030303,3.258096538021482,0.38299418604651164,0.18842530282637954,0.4540983606557377,0.15151515151515152,0.0,0.08357558139534883,0.028936742934051143,0.14262295081967213,0.05303030303030303,0.13566616766467066,0.1201923076923077,0.2108843537414966,0.18461538461538463,0.3228915662650602,0.29093799682034976,0.4339622641509434,0.4067796610169492
2736,Making Streett Determinization Tight.,lics,2020,"Cong Tian, Wensheng Wang, Zhenhua Duan",10.1145/3373718.3394757,public_test,10.1145/3373718.3394757,,tian,1,37,3,True,,https://openalex.org/W3030566755,Making Streett Determinization Tight,2020.0,1.0,11.0,0.0,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3030566755,2020.0,1.0,11.0,0.0,False,0.0,,preprint,,s2_abstract,1574,True,Mathematics|Computer Science|Physics,JournalArticle|Book|Conference,DOI:10.1145/3373718.3394757,doi,10.1145/3373718.3394757,True,,2a9e17d88297521bd8032a5b7c7181da354b5025,Making Streett Determinization Tight,Logic in Computer Science,2020.0,19.0,1.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science|Physics,True,,,,,,,,,,,,,,,,1,doi,19.0,1.0,0.0,2020.0,True,Logic in Computer Science,True,,Making Streett Determinization Tight,ACM,proceedings-article,,0.0,15.0,1.0,1.0,0.0,True,,1.0,0.6931471805599453,2.4849066497880004,0.0,2.995732273553991,0.6931471805599453,0.0,2.772588722239781,0.6931471805599453,0.6931471805599453,7,1.0,19.0,0.14285714285714285,1.0,0.0,4,0.0,4,mathematics,journalarticle,none,1,1,0,0.6931471805599453,0.22311046511627908,0.10430686406460296,0.12419354838709677,0.051470588235294115,2.995732273553991,0.26671511627906974,0.07940780619111709,0.21451612903225806,0.08823529411764706,0.13353139262452263,0.1953125,0.07335127860026917,0.12419354838709677,0.051470588235294115,0.13566616766467066,0.1201923076923077,0.09283387622149837,0.11940298507462686,0.3228915662650602,0.29093799682034976,0.2920168067226891,0.24545454545454545
1138,Towards Belief Contraction without Compactness.,kr,2018,Jandson Santos Ribeiro Santos,https://www.semanticscholar.org/paper/efc32b7057903d0fb0e5c24cef75c8d45e16d426,public_test,,efc32b7057903d0fb0e5c24cef75c8d45e16d426,santos,1,47,1,,,,,,,,,,Towards Belief Contraction without Compactness.,2018.0,True,,1.0,0.0,https://openalex.org/W2899380776,,Towards belief contraction without compactness,2018.0,8.0,14.0,1.0154,False,1,title,https://openalex.org/W2899380776,2018.0,8.0,14.0,1.0154,False,1.0,0.0,,,s2_tldr,256,True,,,,,,,,,,,,,,,,,,S2:efc32b7057903d0fb0e5c24cef75c8d45e16d426,s2_id,efc32b7057903d0fb0e5c24cef75c8d45e16d426,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,2.1972245773362196,2.70805020110221,0.700817686864165,,,,,,,9,8.0,14.0,0.8888888888888888,8.0,,1,,1,none,none,none,0,0,0,2.1972245773362196,0.6271802325581395,0.7509933774834437,0.5241935483870968,0.7384615384615385,2.70805020110221,0.19113372093023256,0.3344370860927152,0.3870967741935484,0.7115384615384616,0.6359887667199967,0.5168968023255814,0.6503311258278146,0.5241935483870968,0.7384615384615385,0.6098428143712575,0.7796961325966851,0.6067615658362989,0.7824074074074074,,,,
2690,Temporal Constraint Satisfaction Problems in Fixed-Point Logic.,lics,2020,"Manuel Bodirsky, Wied Pakusa, Jakub Rydval",10.1145/3373718.3394750,public_test,10.1145/3373718.3394750,,bodirsky,1,63,3,True,,https://openalex.org/W3007918591,Temporal Constraint Satisfaction Problems in Fixed-Point Logic,2020.0,1.0,25.0,0.1359,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3007918591,2020.0,1.0,25.0,0.1359,False,0.0,,preprint,,s2_abstract,1006,True,Computer Science|Mathematics,JournalArticle|Book|Conference,DOI:10.1145/3373718.3394750,doi,10.1145/3373718.3394750,True,,5ca2445bb7edf5f41a59ff887d4da64da8898c8c,Temporal Constraint Satisfaction Problems in Fixed-Point Logic,Logic in Computer Science,2020.0,80.0,13.0,2.0,JournalArticle|Book|Conference,Computer Science|Mathematics,False,,,,,,,,,,,,,,,,1,doi,80.0,13.0,2.0,2020.0,False,Logic in Computer Science,True,,Temporal Constraint Satisfaction Problems in Fixed-Point Logic,ACM,proceedings-article,,0.0,42.0,5.0,1.0,0.0,True,,7.0,0.6931471805599453,3.258096538021482,0.12742528825523886,4.394449154672439,2.6390573296152584,1.0986122886681098,3.7612001156935624,1.791759469228055,2.0794415416798357,7,13.0,80.0,1.8571428571428572,6.5,5.0,4,0.15384615384615385,4,computer science,journalarticle,none,1,1,0,2.6390573296152584,0.7410973837209303,0.6689098250336474,0.682258064516129,0.6911764705882353,4.394449154672439,0.9823764534883721,0.9690444145356663,0.9725806451612903,0.9558823529411765,1.0498221244986776,0.7356468023255814,0.6742934051144011,0.682258064516129,0.6911764705882353,0.28218562874251496,0.24244505494505494,0.2247557003257329,0.26119402985074625,0.8355421686746988,0.8068362480127186,0.8151260504201681,0.8
1757,Learning Probabilistic Termination Proofs.,cav,2021,,https://www.semanticscholar.org/paper/0174e1715bc31aa97e1638f2d1bda7dc15f0b8da,public_test,,0174e1715bc31aa97e1638f2d1bda7dc15f0b8da,,0,42,0,,,,,,,,,,Learning Probabilistic Termination Proofs.,2021.0,True,,1.0,0.0,https://openalex.org/W3186149862,https://doi.org/10.1007/978-3-030-81688-9_1,Learning Probabilistic Termination Proofs,2021.0,23.0,51.0,9.8126,False,1,title,https://openalex.org/W3186149862,2021.0,23.0,51.0,9.8126,False,1.0,0.0,,,s2_abstract,1247,True,,,,,,,,,,,,,,,,,,S2:0174e1715bc31aa97e1638f2d1bda7dc15f0b8da,s2_id,0174e1715bc31aa97e1638f2d1bda7dc15f0b8da,False,,,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,3.1780538303479458,3.9512437185814275,2.380712120770143,,,,,,,6,23.0,51.0,3.8333333333333335,23.0,,1,,1,none,none,none,0,0,0,3.1780538303479458,0.8650072674418605,0.7664141414141414,0.8761904761904762,0.7705882352941177,3.9512437185814275,0.8582848837209303,0.8358585858585859,0.7587301587301587,0.6764705882352942,1.5755363607584192,0.8978924418604651,0.8162878787878788,0.8761904761904762,0.7705882352941177,0.9539670658682635,0.8615782664941786,0.9774193548387097,0.9285714285714286,,,,
