id,title,venue,year,authors,doi,Label
2139,"Computer Aided Verification - 30th International Conference, CAV 2018, Held as Part of the Federated Logic Conference, FloC 2018, Oxford, UK, July 14-17, 2018, Proceedings, Part II",cav,2018,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1
2140,Automated Formal Synthesis of Digital Controllers for State-Space Physical Plants.,cav,2017,"Alessandro Abate, Iury Bessa, Dario Cattaruzza, Lucas Cordeiro, Cristina David, Pascal Kesseli, Daniel Kroening, Elizabeth Polgreen",10.1007/978-3-319-63387-9_23,2
2141,Classification and Coverage-Based Falsification for Embedded Control Systems.,cav,2017,"Arvind Adimoolam, Thao Dang, Alexandre Donzé, James Kapinski, Xiaoqing Jin",10.1007/978-3-319-63387-9_24,1
2142,Repairing Decision-Making Programs Under Uncertainty.,cav,2017,Charles Yoe,https://www.semanticscholar.org/paper/9358cbcc97872eb66899b96eb82256b3b274f5d8,5
2143,Context-Sensitive Dynamic Partial Order Reduction.,cav,2017,"Elvira Albert, Maria Garcia de la Banda, Miguel Gómez-Zamalloa, Miguel Isabel, Peter J. Stuckey",https://www.semanticscholar.org/paper/05c7ae4b88b06f5103ae4a00aebb38ce9852c83c,3
2145,GPUDrano: Detecting Uncoalesced Accesses in GPU Programs.,cav,2017,"Rajeev Alur, Joseph Devietti, Omar S. Navarro Leija, Nimit Singhania",10.1007/978-3-319-63387-9_25,1
2146,Verified Compilation of Space-Efficient Reversible Circuits.,cav,2017,"Matthew Amy, Martin Roetteler, Krysta M. Svore",10.1007/978-3-319-63390-9_1,1
2147,Value Iteration for Long-Run Average Reward in Markov Decision Processes.,cav,2017,"Pranav Ashok, Krishnendu Chatterjee, Przemysław Daca, Jan Křetínský, Tobias Meggendorfer",10.1007/978-3-319-63387-9_10,3
2150,Simulation-Equivalent Reachability of Large Linear Systems with Inputs.,cav,2017,"Stanley Bak, Parasara Sridhar Duggirala",10.1007/978-3-319-63387-9_20,1
2151,Runtime Verification of Temporal Properties over Out-of-Order Data Streams.,cav,2017,"David Basin, Felix Klaedtke, Eugen Zălinescu",10.1007/978-3-319-63387-9_18,1
2152,Towards Verifying Nonlinear Integer Arithmetic.,cav,2017,"Paul Beame, Vincent Liew",https://www.semanticscholar.org/paper/d381391d5e5c873dbebaff193bf4898939e69c40,4
2155,Rigorous Reachability Analysis and Domain Decomposition of Taylor Models.,cav,2017,"Martin Berz, Kyoko Makino",10.1007/978-3-319-63501-9_7,3
2157,Formal Correctness of Comparison Algorithms Between Binary64 and Decimal64 Floating-Point Numbers.,cav,2017,"Arthur Blot, Jean-Michel Muller, Laurent Théry",10.1007/978-3-319-63501-9_3,1
2158,Proving Linearizability Using Forward Simulations.,cav,2017,"Ahmed Bouajjani, Michael Emmi, Constantin Enea, Suha Orhun Mutluergil",10.1007/978-3-319-63390-9_28,1
2159,MightyL: A Compositional Translation from MITL to Timed Automata.,cav,2017,"Thomas Brihaye, Gilles Geeraerts, Hsi-Ming Ho, Benjamin Monmege",10.1007/978-3-319-63387-9_21,1
2160,Automated Resource Analysis with Coq Proof Objects.,cav,2017,"Quentin Carbonneaux, Jan Hoffmann, Thomas Reps, Zhong Shao",10.1007/978-3-319-63390-9_4,1
2162,Sound Numerical Computations in Abstract Acceleration.,cav,2017,"Dario Cattaruzza, Alessandro Abate, Peter Schrammel, Daniel Kroening",10.1007/978-3-319-63501-9_4,1
2163,Data-Driven Synthesis of Full Probabilistic Programs.,cav,2017,"Sarah Chasins, Phitchaya Mangpo Phothilimthana",10.1007/978-3-319-63387-9_14,4
2164,Non-polynomial Worst-Case Analysis of Recursive Programs.,cav,2017,"Krishnendu Chatterjee, Hongfei Fu, Amir Kafshdar Goharshady",10.1145/3339984,1
2166,A Study of Model-Order Reduction Techniques for Verification.,cav,2017,"Yi Chou, Xin Chen, Sriram Sankaranarayanan",10.1007/978-3-319-63501-9_8,3
2168,Lagrangian Reachabililty.,cav,2017,"Jacek Cyranka, Md. Ariful Islam, Greg Byrne, Paul Jones, Scott A. Smolka, Radu Grosu",10.1007/978-3-319-63387-9_19,3
2169,The Power of Symbolic Automata and Transducers.,cav,2017,,https://www.semanticscholar.org/paper/ab5a3ee384c0dfebe9c6d6ec946f402afb3f3474,3
2170,Finding Fix Locations for CFL-Reachability Analyses via Minimum Cuts.,cav,2017,"Andrei Marian Dan, Manu Sridharan, Satish Chandra, Jean-Baptiste Jeannin, Martin Vechev",10.1007/978-3-319-63390-9_27,1
2171,A Storm is Coming: A Modern Probabilistic Model Checker.,cav,2017,"Christian Dehnert, Sebastian Junges, Joost-Pieter Katoen, Matthias Volk",10.1007/978-3-319-63390-9_31,5
2172,Synthesis with Abstract Examples.,cav,2017,K. MORI,https://www.semanticscholar.org/paper/b9b21bb99ff0a144e53e4c0b9cdd9f793d9b6093,3
2173,SMTCoq: A Plug-In for Integrating SMT Solvers into Coq.,cav,2017,"Burak Ekici, Alain Mebsout, Cesare Tinelli, Chantal Keller, Guy Katz, Andrew Reynolds, Clark Barrett",10.1007/978-3-319-63390-9_7,1
2174,Network-Wide Configuration Synthesis.,cav,2017,"Tibor Schneider, Roland Schmid, Laurent Vanbever",https://www.semanticscholar.org/paper/5365d6fa5e0a00521302122e5ad8467cac97ca4a,2
2175,DryVR: Data-Driven Verification and Compositional Reasoning for Automotive Systems.,cav,2017,"Chuchu Fan, Bolun Qi, Sayan Mitra, Mahesh Viswanathan",10.1007/978-3-319-63387-9_22,4
2176,BoSy: An Experimentation Framework for Bounded Synthesis.,cav,2017,"Peter Faymonville, Bernd Finkbeiner, Leander Tentrup",10.1007/978-3-319-63390-9_17,3
2177,Efficient Parallel Strategy Improvement for Parity Games.,cav,2017,John Fearnley,10.1007/978-3-319-63390-9_8,1
2178,Studying the Numerical Quality of an Industrial Computing Code: A Case Study on Code_aster.,cav,2017,"François Févotte, Bruno Lathuilière",10.1007/978-3-319-63501-9_5,2
2179,"EAHyper: Satisfiability, Implication, and Equivalence Checking of Hyperproperties.",cav,2017,"Bernd Finkbeiner, Christopher Hahn, Marvin Stenger",10.1007/978-3-319-63390-9_29,2
2181,Look for the Proof to Find the Program: Decorated-Component-Based Program Synthesis.,cav,2017,"Adrià Gascón, Ashish Tiwari, Brent Carmer, Umang Mathur",10.1007/978-3-319-63390-9_5,2
2182,Verifying Equivalence of Spark Programs.,cav,2017,"Shelly Grossman, Sara Cohen, Shachar Itzhaky, Noam Rinetzky, Mooly Sagiv",10.1007/978-3-319-63390-9_15,1
2183,Safety Verification of Deep Neural Networks.,cav,2017,Bailey Righi,https://www.semanticscholar.org/paper/d31655b3f82038c513eed0e4a84c8f1c89d5bfdb,5
2184,Reluplex: An Efficient SMT Solver for Verifying Deep Neural Networks.,cav,2017,"Guy Katz, Clark Barrett, David L. Dill, Kyle Julian, Mykel J. Kochenderfer",10.1007/978-3-319-63387-9_5,5
2185,"Bounded Synthesis for Streett, Rabin, and \text CTL*.",cav,2017,"Ayrat Khalimov, Roderick Bloem",https://www.semanticscholar.org/paper/7857fa69055467ad8a7ce51a9f2aba0e65af2ecc,1
2187,Verified Computations Using Taylor Models and Their Applications.,cav,2017,"Kyoko Makino, Martin Berz",10.1007/978-3-319-63501-9_1,3
2189,Synchronization Synthesis for Network Programs.,cav,2017,"Jedidiah McClurg, Hossein Hojjat, Pavol Černý",10.1007/978-3-319-63390-9_16,2
2192,Introduction to the IEEE 1788-2015 Standard for Interval Arithmetic.,cav,2017,Nathalie Revol,10.1007/978-3-319-63501-9_2,1
2193,Scaling Up DPLL(T) String Solvers Using Context-Dependent Simplification.,cav,2017,"Andrew Reynolds, Maverick Woo, Clark Barrett, David Brumley, Tianyi Liang, Cesare Tinelli",10.1007/978-3-319-63390-9_24,1
2195,Minimization of Symbolic Transducers.,cav,2017,"Olli Saarikivi, Margus Veanes",10.1007/978-3-319-63390-9_10,3
2196,Runtime Monitoring with Recovery of the SENT Communication Protocol.,cav,2017,"Konstantin Selyunin, Stefan Jaksic, Thang Nguyen, Christian Reidl, Udo Hafner, Ezio Bartocci, Dejan Nickovic, Radu Grosu",10.1007/978-3-319-63387-9_17,1
2197,Maximum Satisfiability in Software Analysis: Applications and Techniques.,cav,2017,"Xujie Si, Xin Zhang, Radu Grigore, Mayur Naik",10.1007/978-3-319-63387-9_4,2
2198,E-QED: Electrical Bug Localization During Post-silicon Validation Enabled by Quick Error Detection and Formal Methods.,cav,2017,"Eshan Singh, Clark Barrett, Subhasish Mitra",10.1007/978-3-319-63390-9_6,2
2200,On Expansion and Resolution in CEGAR Based QBF Solving.,cav,2017,Leander Tentrup,10.1007/978-3-319-63390-9_25,1
2201,Ascertaining Uncertainty for Efficient Exact Cache Analysis.,cav,2017,"Valentin Touzeau, Claire Maïza, David Monniaux, Jan Reineke",10.1007/978-3-319-63390-9_2,1
2202,Model Counting for Recursively-Defined Strings.,cav,2017,"Minh-Thai Trinh, Duc-Hiep Chu, Joxan Jaffar",10.1007/978-3-319-63390-9_21,2
2203,Montre: A Tool for Monitoring Timed Regular Expressions.,cav,2017,Dogan Ulus,10.1007/978-3-319-63387-9_16,3
2204,Automating Induction for Solving Horn Clauses.,cav,2017,"Hiroshi Unno, Sho Torii, Hiroki Sakamoto",10.1007/978-3-319-63390-9_30,1
2207,Compositional Model Checking with Incremental Counter-Example Construction.,cav,2017,"Anton Wijs, Thomas Neele",10.1007/978-3-319-63387-9_28,3
2212,SyGuS Techniques in the Core of an SMT Solver.,cav,2017,"Andrew Reynolds, Cesare Tinelli",10.4204/eptcs.260.8,1
2213,SyGuS-Comp 2017: Results and Analysis.,cav,2017,"Rajeev Alur, Dana Fisman, Rishabh Singh, Armando Solar-Lezama",10.4204/eptcs.260.9,1
2214,"The 4th Reactive Synthesis Competition (SYNTCOMP 2017): Benchmarks, Participants &amp; Results.",cav,2017,"Swen Jacobs, Nicolas Basset, Roderick Bloem, Romain Brenguier, Maximilien Colange, Peter Faymonville, Bernd Finkbeiner, Ayrat Khalimov, Felix Klein, Thibaud Michaud, Guillermo A. Pérez, Jean-François Raskin, Ocan Sankur, Leander Tentrup",10.4204/eptcs.260.10,1
2215,Performance Heuristics for GR(1) Synthesis and Related Algorithms.,cav,2017,"Elizabeth Firman, Shahar Maoz, Jan Oliver Ringert",https://www.semanticscholar.org/paper/89f1b64d90a6bc218dd8483830b291810699e61a,2
2216,"Numerical Software Verification - 9th International Workshop, NSV 2016, Toronto, ON, Canada, July 17-18, 2016, [collocated with CAV 2016], Revised Selected Papers",cav,2017,,https://www.semanticscholar.org/paper/9a036904ff3bc72e6fa93a1efbfef26c542d8155,1
2217,"Computer Aided Verification - 29th International Conference, CAV 2017, Heidelberg, Germany, July 24-28, 2017, Proceedings, Part I",cav,2017,,https://www.semanticscholar.org/paper/3034a802102079c83361af020e070bf53c10a899,1
2218,"Computer Aided Verification - 29th International Conference, CAV 2017, Heidelberg, Germany, July 24-28, 2017, Proceedings, Part II",cav,2017,,https://www.semanticscholar.org/paper/3034a802102079c83361af020e070bf53c10a899,1
2219,"Numerical Software Verification - 10th International Workshop, NSV 2017, Heidelberg, Germany, July 22-23, 2017, Proceedings [collocated with CAV 2017]",cav,2017,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1
2220,"Proceedings Sixth Workshop on Synthesis, SYNT@CAV 2017, Heidelberg, Germany, 22nd July 2017.",cav,2017,"Dana Drachsler-Cohen, Sharon Shoham, Eran Yahav",https://www.semanticscholar.org/paper/a023a8f93781daeb8b7ac5eb96e91f461583bda9,1
2221,Verification-Aided Debugging: An Interactive Web-Service for Exploring Error Witnesses.,cav,2016,"Dirk Beyer, Matthias Dangl",10.1007/978-3-319-41540-6_28,1
2222,Automatic Verification of Iterated Separating Conjunctions Using Symbolic Execution.,cav,2016,"Peter Müller, Malte Schwerhoff, Alexander J. Summers",10.1007/978-3-319-41528-4_22,2
2223,Verification of Networks of Smart Energy Systems over the Cloud.,cav,2016,Alessandro Abate,10.1007/978-3-319-54292-8_1,3
2224,Stateless Model Checking for POWER.,cav,2016,"Michalis Kokologiannakis, Konstantinos Sagonas",https://www.semanticscholar.org/paper/12a4287ea57aa7fdd21cd7527af6dd92ed1855b0,1
2226,Compositional Synthesis of Reactive Controllers for Multi-agent Systems.,cav,2016,"Rajeev Alur, Salar Moarref, Ufuk Topcu",https://www.semanticscholar.org/paper/0ed93cc94729a6b9b81f341846d69e8989212e3c,1
2227,Markov Chains and Unambiguous Büchi Automata.,cav,2016,"Yong Li, Sven Schewe, Moshe Y. Vardi",https://www.semanticscholar.org/paper/0cb6e9c71e2a29809fe69c14ec64ebdc278b9cac,3
2228,Synthesizing Probabilistic Invariants via Doob&apos;s Decomposition.,cav,2016,"Gilles Barthe, Thomas Espitau, Luis María Ferrer Fioriti, Justin Hsu",https://www.semanticscholar.org/paper/5ca47a8dcb06ad584d01f12f18eee36a942159fd,3
2229,Formal Analysis of Engineering Systems Based on Signal-Flow-Graph Theory.,cav,2016,"Sidi Mohamed Beillahi, Umair Siddique, Sofiène Tahar",10.1007/978-3-319-54292-8_3,3
2231,Synthesis of Self-Stabilising and Byzantine-Resilient Distributed Systems.,cav,2016,"Roderick Bloem, Nicolas Braud-Santoni, Swen Jacobs",10.1007/978-3-319-41528-4_9,1
2232,Computing a Correct and Tight Rounding Error Bound Using Rounding-to-Nearest.,cav,2016,Sylvie Boldo,10.1007/978-3-319-54292-8_4,2
2233,Symbolic Optimal Reachability in Weighted Timed Automata.,cav,2016,"Rémi Parrot, Didier Lime",https://www.semanticscholar.org/paper/b837abcb7504f61e51ff0e9fa449420502f945e9,1
2234,The Kind 2 Model Checker.,cav,2016,,https://www.semanticscholar.org/paper/2f5ec1b1e0da526f6d75bd1311267238dc3131a5,2
2235,Studying Sequences of Jumps in Hybrid Systems to Detect Zeno Phenomenon.,cav,2016,"Alexandre Chapoutot, Julien Alexandre dit Sandretto",10.1007/978-3-319-54292-8_5,1
2236,Termination Analysis of Probabilistic Programs Through Positivstellensatz&apos;s.,cav,2016,Marcel Moosbrugger,https://www.semanticscholar.org/paper/4a0db03cd946afccd3834cd01dca6350bb5afe16,1
2238,Structural Synthesis for GXW Specifications.,cav,2016,"Chih-Hong Cheng, Yassine Hamza, Harald Ruess",10.1007/978-3-319-41528-4_6,1
2239,Hitting Families of Schedules for Asynchronous Programs.,cav,2016,"Dmitry Chistikov, Rupak Majumdar, Filip Niksic",10.1007/978-3-319-41540-6_9,1
2240,"A Decision Procedure for Sets, Binary Relations and Partial Functions.",cav,2016,"Maximiliano Cristiá, Gianfranco Rossi",10.1007/978-3-319-41528-4_10,4
2241,Qlose: Program Repair with Quantitative Objectives.,cav,2016,"Loris D’Antoni, Roopsha Samanta, Rishabh Singh",10.1007/978-3-319-41540-6_21,1
2242,Array Folds Logic.,cav,2016,,https://www.semanticscholar.org/paper/0de7254fb42f09a0bfbc191c71553ab8278636a9,4
2243,Toward a Standard Benchmark Format and Suite for Floating-Point Analysis.,cav,2016,"Nasrine Damouche, Matthieu Martel, Pavel Panchekha, Chen Qiu, Alexander Sanchez-Stern, Zachary Tatlock",10.1007/978-3-319-54292-8_6,3
2244,Infinite-State Liveness-to-Safety via Implicit Abstraction and Well-Founded Relations.,cav,2016,"Jakub Daniel, Alessandro Cimatti, Alberto Griggio, Stefano Tonetta, Sergio Mover",10.1007/978-3-319-41528-4_15,1
2245,Proving Parameterized Systems Safe by Generalizing Clausal Proofs of Small Instances.,cav,2016,"Michael Dooley, Fabio Somenzi",10.1007/978-3-319-41528-4_16,1
2246,Effectively Propositional Interpolants.,cav,2016,"Samuel Drews, Aws Albarghouthi",10.1007/978-3-319-41540-6_12,1
2248,Slugs: Extensible GR(1) Synthesis.,cav,2016,"Rüdiger Ehlers, Vasumathi Raman",10.1007/978-3-319-41540-6_18,1
2249,Synthesis of Fault-Attack Countermeasures for Cryptographic Circuits.,cav,2016,"Hassan Eldib, Meng Wu, Chao Wang",10.1007/978-3-319-41540-6_19,1
2250,Automated Circular Assume-Guarantee Reasoning with N-way Decomposition and Alphabet Refinement.,cav,2016,"Karam Abd Elkader, Orna Grumberg, Corina S. Păsăreanu, Sharon Shoham",10.1007/978-3-319-41528-4_18,1
2252,Property Directed Equivalence via Abstract Simulation.,cav,2016,"Grigory Fedyukovich, Arie Gurfinkel, Natasha Sharygina",10.1007/978-3-319-41540-6_24,2
2253,Bounded Cycle Synthesis.,cav,2016,"Jaco van de Pol, Laure Petrucci, Jaime Arias, Étienne André",https://www.semanticscholar.org/paper/0cd765766d1911e02a5a414b5fa722ee63e56a60,4
2254,Combining Model Learning and Model Checking to Analyze TCP Implementations.,cav,2016,"Paul Fiterău-Broştean, Ramon Janssen, Frits Vaandrager",10.1007/978-3-319-41540-6_25,3
2255,BDD-Based Boolean Functional Synthesis.,cav,2016,"Sayak Chakraborti, Paturi Varun Chowdhary, Kamalika Datta, Indranil Sengupta",https://www.semanticscholar.org/paper/499ec33a370825d8558cf409255c60bcd2e4b4bb,2
2256,XSat: A Fast Floating-Point Satisfiability Solver.,cav,2016,"Zhoulai Fu, Zhendong Su",10.1007/978-3-319-41540-6_11,3
2257,Model Checking at Scale: Automated Air Traffic Control Design Space Exploration.,cav,2016,"Marco Gario, Alessandro Cimatti, Cristian Mattarei, Stefano Tonetta, Kristin Yvonne Rozier",10.1007/978-3-319-41540-6_1,4
2260,A Simple Algorithm for Solving Qualitative Probabilistic Parity Games.,cav,2016,"Ernst Moritz Hahn, Sven Schewe, Andrea Turrini, Lijun Zhang",10.1007/978-3-319-41540-6_16,4
2261,Learning-Based Assume-Guarantee Regression Verification.,cav,2016,"Fei He, Shu Mao, Bow-Yaw Wang",10.1007/978-3-319-41528-4_17,2
2263,ParCoSS: Efficient Parallelized Compiled Symbolic Simulation.,cav,2016,"Vladimir Herdt, Hoang M. Le, Daniel Große, Rolf Drechsler",10.1007/978-3-319-41540-6_10,1
2267,"Fast, Flexible, and Minimal CTL Synthesis via SMT.",cav,2016,"Tobias Klenze, Sam Bayless, Alan J. Hu",10.1007/978-3-319-41528-4_8,1
2268,Satisfiability Modulo Heap-Based Programs.,cav,2016,"Quang Loc Le, Jun Sun, Wei-Ngan Chin",10.1007/978-3-319-41528-4_21,2
2270,Trigger Selection Strategies to Stabilize Program Verifiers.,cav,2016,"K. R. M. Leino, Clément Pit-Claudel",10.1007/978-3-319-41528-4_20,3
2271,Liveness of Randomised Parameterised Systems under Arbitrary Schedulers.,cav,2016,"Anthony W. Lin, Philipp Rümmer",10.1007/978-3-319-41540-6_7,4
2272,From Shape Analysis to Termination Analysis in Linear Time.,cav,2016,"Roman Manevich, Boris Dogadov, Noam Rinetzky",10.1007/978-3-319-41528-4_23,2
2273,PSCV: A Runtime Verification Tool for Probabilistic SystemC Models.,cav,2016,"Van Chan Ngo, Axel Legay, Vania Joloboff",10.1007/978-3-319-41528-4_5,1
2274,Precise and Complete Propagation Based Local Search for Satisfiability Modulo Theories.,cav,2016,"Aina Niemetz, Mathias Preiner, Armin Biere",10.1007/978-3-319-41528-4_11,2
2276,Counterexample Guided Abstraction Refinement for Stability Analysis.,cav,2016,"Hadi Zaatiti, Lina Ye, Philippe Dague, Jean-Pierre Gallois",https://www.semanticscholar.org/paper/a20252f32d2f8d1037619f1b0ddbb7da1c1e2927,1
2278,Model Based Automatic Code Generation for Nonlinear Model Predictive Control.,cav,2016,Behzad Samadi,10.1007/978-3-319-54292-8_8,1
2279,Probabilistic Automated Language Learning for Configuration Files.,cav,2016,"Mark Santolucito, Ennan Zhai, Ruzica Piskac",10.1007/978-3-319-41540-6_5,4
2280,Reduce the Complexity of the Polyhedron Minimization Using the Max Plus Pruning Method.,cav,2016,Yassamine Seladji,10.1007/978-3-319-54292-8_9,1
2281,BigraphER: Rewriting and Analysis Engine for Bigraphs.,cav,2016,"Michele Sevegnani, Muffy Calder",10.1007/978-3-319-41540-6_27,4
2283,Progressive Reasoning over Recursively-Defined Strings.,cav,2016,"Minh-Thai Trinh, Duc-Hiep Chu, Joxan Jaffar",10.1007/978-3-319-41528-4_12,1
2285,BFS-Based Model Checking of Linear-Time Properties with an Application on GPUs.,cav,2016,Anton Wijs,10.1007/978-3-319-41540-6_26,1
2286,A Practical Verification Framework for Preemptive OS Kernels.,cav,2016,"Fengwei Xu, Ming Fu, Xinyu Feng, Xiaoran Zhang, Hui Zhang, Zhaohui Li",10.1007/978-3-319-41540-6_4,1
2287,Under-Approximating Backward Reachable Sets by Polytopes.,cav,2016,"Bai Xue, Zhikun She, Arvind Easwaran",10.1007/978-3-319-41528-4_25,1
2288,Leveraging Parallel Data Processing Frameworks with Verified Lifting.,cav,2016,"Maaz Bin Safeer Ahmad, Alvin Cheung",10.4204/eptcs.229.7,2
2289,SyGuS-Comp 2016: Results and Analysis.,cav,2016,"Rajeev Alur, Dana Fisman, Rishabh Singh, Armando Solar-Lezama",10.4204/eptcs.229.13,1
2291,What You Really Need To Know About Your Neighbor.,cav,2016,"Werner Damm, Bernd Finkbeiner, Astrid Rakow",10.4204/eptcs.229.4,5
2293,A High-Level LTL Synthesis Format: TLSF v1.1.,cav,2016,"Swen Jacobs, Felix Klein, Sebastian Schirmer",10.4204/eptcs.229.10,1
2294,The Reactive Synthesis Competition: SYNTCOMP 2016 and Beyond.,cav,2016,"Swen Jacobs, Roderick Bloem",10.4204/eptcs.229.11,1
2295,"The 3rd Reactive Synthesis Competition (SYNTCOMP 2016): Benchmarks, Participants &amp; Results.",cav,2016,"Swen Jacobs, Roderick Bloem, Romain Brenguier, Ayrat Khalimov, Felix Klein, Robert Könighofer, Jens Kreber, Alexander Legg, Nina Narodytska, Guillermo A. Pérez, Jean-François Raskin, Leonid Ryzhyk, Ocan Sankur, Martina Seidl, Leander Tentrup, Adam Walker",10.4204/eptcs.229.12,1
2297,Symbolic BDD and ADD Algorithms for Energy Games.,cav,2016,"Shahar Maoz, Or Pistiner, Jan Oliver Ringert",10.4204/eptcs.229.5,1
2298,Developing a Practical Reactive Synthesis Tool: Experience and Lessons Learned.,cav,2016,"Leonid Ryzhyk, Adam Walker",10.4204/eptcs.229.8,3
2299,"Computer Aided Verification - 28th International Conference, CAV 2016, Toronto, ON, Canada, July 17-23, 2016, Proceedings, Part I",cav,2016,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1
2300,"Computer Aided Verification - 28th International Conference, CAV 2016, Toronto, ON, Canada, July 17-23, 2016, Proceedings, Part II",cav,2016,,https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,1
2301,"Proceedings Fifth Workshop on Synthesis, SYNT@CAV 2016, Toronto, Canada, July 17-18, 2016.",cav,2016,"Bernd Finkbeiner, Felix Klein",https://www.semanticscholar.org/paper/35875b700e12c83704c9de2059d7f92813634e35,1
2302,If At First You Don&apos;t Succeed: Extended Monitorability through Multiple Executions.,lics,2025,"Antonis Achilleos, Adrian Francalanza, Jasmine Xuereb",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,3
2303,Convergence Laws for Extensions of First-Order Logic with Averaging.,lics,2025,"Sam Adam-Day, Michael Benedikt, Alberto Larrauri",10.1109/lics65433.2025.00067,1
2306,Multiplicative Rewards in Markovian Models.,lics,2025,"Christel Baier, Krishnendu Chatterjee, Tobias Meggendorfer, Jakob Piribauer",10.1109/lics65433.2025.00044,3
2307,Pushdown Model Checking above the Cubic Bottleneck.,lics,2025,"A. R. Balasubramanian, Dmitry Chistikov, Rupak Majumdar",10.1109/lics65433.2025.00053,2
2308,Classical Simulation of Quantum CSP Strategies.,lics,2025,"Demian Banakh, Lorenzo Ciardo, Marcin Kozik, Jan Tułowiecki",10.1109/lics65433.2025.00035,1
2309,#P is Sandwiched by One and Two #2DNF Calls: Is Subtraction Stronger Than We Thought?,lics,2025,"Max Bannach, Erik D. Demaine, Timothy Gomez, Markus Hecher",10.1109/lics65433.2025.00010,3
2310,Proof Compression via Subatomic Logic and Guarded Substitutions.,lics,2025,"Victoria Barrett, Alessio Guglielmi, Benjamin Ralph, Lutz Straßburger",10.1109/lics65433.2025.00021,2
2311,Complete Quantum Relational Hoare Logics from Optimal Transport Duality.,lics,2025,"Gilles Barthe, Minbo Gao, Theo Wang, Li Zhou",10.1109/lics65433.2025.00072,1
2312,Naturality for higher-dimensional path types.,lics,2025,"Thibaut Benjamin, Ioannis Markakis, Wilfred Offord, Chiara Sarti, Jamie Vicary",10.1109/lics65433.2025.00028,1
2313,The Identity Problem in virtually solvable matrix groups over algebraic numbers.,lics,2025,"Corentin Bodart, Ruiwen Dong",10.1109/lics65433.2025.00026,1
2314,Graphs of unbounded linear cliquewidth must transduce all trees.,lics,2025,"Mikołaj Bojanczyk, Pierre Ohlmann",10.1109/lics65433.2025.00058,3
2315,Effectful Mealy Machines: Bisimulation and Trace.,lics,2025,"Filippo Bonchi, Elena Di Lavore, Mario Román",10.1109/lics65433.2025.00047,1
2316,Functional Stream Semantics for a Synchronous Block-Diagram Compiler.,lics,2025,"Timothy Bourke, Paul Jeanmaire, Marc Pouzet",10.1109/lics65433.2025.00052,1
2317,Probabilistic Strategies: Definability and the Tensor Completeness Problem.,lics,2025,"Nathan Bowler, Sergey Goncharov, Paul Blain Levy",10.1109/lics65433.2025.00043,3
2318,Regular Grammars for Sets of Graphs of Tree-Width 2.,lics,2025,"Marius Bozga, Radu Iosif, Florian Zuleger",10.1109/lics65433.2025.00059,2
2319,Risk-aware Markov Decision Processes Using Cumulative Prospect Theory.,lics,2025,"Thomas Brihaye, Krishnendu Chatterjee, Stefanie Mohr, Maximilian Weininger",10.1109/lics65433.2025.00041,2
2320,The sorrows of a smooth digraph: the first hardness criterion for infinite directed graph-colouring problems.,lics,2025,"Johanna Brunar, Marcin Kozik, Tomáš Nagy, Michael Pinsker",10.1109/lics65433.2025.00037,2
2321,"Reachability Types, Traces and Full Abstraction.",lics,2025,"Benedict Bunting, Andrzej S. Murawski",10.1109/lics65433.2025.00046,4
2323,Closure and Complexity of Temporal Causality.,lics,2025,"Mishel Carelli, Bernd Finkbeiner, Julian Siber",10.1109/lics65433.2025.00015,2
2324,Thin Coalgebraic Behaviours Are Inductive.,lics,2025,"Anton Chernev, Corina Cîrstea, Helle Hvid Hansen, Clemens Kupke",10.1109/lics65433.2025.00063,1
2325,The Qualitative Collapse of Concurrent Games.,lics,2025,Pierre Clairambault,10.1109/lics65433.2025.00045,1
2327,Syntactic Effectful Realizability in Higher-Order Logic.,lics,2025,"Liron Cohen, Ariel Grunfeld, Dominik Kirst, Étienne Miquey",10.1109/lics65433.2025.00009,1
2328,Group Order Logic.,lics,2025,Anatole Dahan,10.1109/lics65433.2025.00025,4
2330,On the denotation of circular and non-wellfounded proofs in linear logic with fixed points.,lics,2025,"Thomas Ehrhard, Farzad Jafarrahmani, Alexis Saurin",10.1109/lics65433.2025.00014,4
2331,Substructural Abstract Syntax with Variable Binding and Single-Variable Substitution.,lics,2025,"Marcelo Fiore, Sanjiv Ranchod",10.1109/lics65433.2025.00022,3
2332,Conformance Games for Graded Semantics.,lics,2025,"Jonas Forster, Lutz Schröder, Paul Wild",10.1109/lics65433.2025.00048,1
2333,Alternating Nominal Automata with Name Allocation.,lics,2025,"Florian Frank, Daniel Hausmann, Stefan Milius, Lutz Schröder, Henning Urbat",10.1109/lics65433.2025.00012,2
2334,3D-grids are not transducible from planar graphs.,lics,2025,"Jakub Gajarský, Michał Pilipczuk, Filip Pokrývka",10.1109/lics65433.2025.00068,1
2335,Relators and Notions of Simulation Revisited.,lics,2025,"Sergey Goncharov, Dirk Hofmann, Pedro Nora, Lutz Schröder, Paul Wild",10.1109/lics65433.2025.00064,3
2336,The Yoneda embedding in simplicial type theory.,lics,2025,"Daniel Gratzer, Jonathan Weinberger, Ulrik Buchholtz",10.1109/lics65433.2025.00017,1
